,name,party,state,chamber,year,net_worth,pct_change
2169,Sanford D Bishop Jr (D-Ga),D,Ga,House,2010,-159496,15.796124684077505
2686,Sanford D Bishop Jr (D-Ga),D,Ga,House,2011,40504,-1.2539499423183027
855,Saxby Chambliss (R-Ga),R,Ga,Senate,2008,304504,
1446,Saxby Chambliss (R-Ga),R,Ga,Senate,2009,297003,-0.024633502351364855
2026,Saxby Chambliss (R-Ga),R,Ga,Senate,2010,337504,0.1363656259364383
2578,Saxby Chambliss (R-Ga),R,Ga,Senate,2011,402006,0.1911147719730728
3182,Saxby Chambliss (R-Ga),R,Ga,Senate,2012,243504,-0.3942776973478008
3758,Saxby Chambliss (R-Ga),R,Ga,Senate,2013,204003,-0.1622191011235955
2449,Scott Brown (R-Mass),R,Mass,Senate,2011,1121133,
2986,Scott Brown (R-Mass),R,Mass,Senate,2012,1483514,0.32322748505306675
2534,Scott Desjarlais (R-Tenn),R,Tenn,House,2011,548005,
3095,Scott Desjarlais (R-Tenn),R,Tenn,House,2012,565505,0.03193401520059114
3701,Scott Desjarlais (R-Tenn),R,Tenn,House,2013,382506,-0.32360279749958
4216,Scott Desjarlais (R-Tenn),R,Tenn,House,2014,437506,0.14378859416584322
4819,Scott Desjarlais (R-Tenn),R,Tenn,House,2015,188004,-0.570282464697627
5376,Scott Desjarlais (R-Tenn),R,Tenn,House,2016,-61996,-1.3297589412991213
5823,Scott Desjarlais (R-Tenn),R,Tenn,House,2017,170004,-3.742176914639654
358,Scott Desjarlais (R-Tenn),R,Tenn,House,2018,153005,-0.09999176489964945
892,Scott Garrett (R-NJ),R,NJ,House,2008,202505,
1436,Scott Garrett (R-NJ),R,NJ,House,2009,338005,0.6691192810054072
2023,Scott Garrett (R-NJ),R,NJ,House,2010,354507,0.048821762991671624
2601,Scott Garrett (R-NJ),R,NJ,House,2011,330007,-0.06911005988598251
3175,Scott Garrett (R-NJ),R,NJ,House,2012,273005,-0.1727296693706497
3690,Scott Garrett (R-NJ),R,NJ,House,2013,431506,0.5805791102727056
4210,Scott Garrett (R-NJ),R,NJ,House,2014,463006,0.07300014368282248
4753,Scott Garrett (R-NJ),R,NJ,House,2015,392005,-0.1533479047787718
5211,Scott Garrett (R-NJ),R,NJ,House,2016,471505,0.20280353566918796
1093,Scott Murphy (D-NY),D,NY,House,2009,6374028,
1677,Scott Murphy (D-NY),D,NY,House,2010,7129030,0.11844974637701622
1297,Scott P Brown (R-Mass),R,Mass,Senate,2009,1047360,
1847,Scott P Brown (R-Mass),R,Mass,Senate,2010,1542594,0.4728402841429882
3613,Scott Perry (R-Pa),R,Pa,House,2013,783508,
4138,Scott Perry (R-Pa),R,Pa,House,2014,891508,0.13784160468048823
4676,Scott Perry (R-Pa),R,Pa,House,2015,791508,-0.11216949259008335
5219,Scott Perry (R-Pa),R,Pa,House,2016,441008,-0.4428255936768801
5756,Scott Perry (R-Pa),R,Pa,House,2017,478008,0.08389870478540074
240,Scott Perry (R-Pa),R,Pa,House,2018,877508,0.8357600709611555
3304,Scott Peters (D-Calif),D,Calif,House,2013,88344051,
3873,Scott Peters (D-Calif),D,Calif,House,2014,72913546,-0.17466376994643362
4371,Scott Peters (D-Calif),D,Calif,House,2015,95569028,0.31071705112243486
4935,Scott Peters (D-Calif),D,Calif,House,2016,34691520,-0.6370003888707543
5446,Scott Peters (D-Calif),D,Calif,House,2017,56527042,0.6294195815000323
12,Scott Peters (D-Calif),D,Calif,House,2018,60456054,0.06950676810578549
2202,Scott Rigell (R-Va),R,Va,House,2011,29494036,
2764,Scott Rigell (R-Va),R,Va,House,2012,38247537,0.2967888491083417
3322,Scott Rigell (R-Va),R,Va,House,2013,33113028,-0.1342441736836545
3887,Scott Rigell (R-Va),R,Va,House,2014,33287032,0.005254850145386847
4401,Scott Rigell (R-Va),R,Va,House,2015,22993527,-0.3092346893528988
5694,Scott Taylor (R-Va),R,Va,House,2017,1013507,
2259,Scott Tipton (R-Colo),R,Colo,House,2011,6490536,
2830,Scott Tipton (R-Colo),R,Colo,House,2012,6374535,-0.01787232980450304
3394,Scott Tipton (R-Colo),R,Colo,House,2013,5975034,-0.06267139485468354
3955,Scott Tipton (R-Colo),R,Colo,House,2014,6441535,0.07807503689518747
4460,Scott Tipton (R-Colo),R,Colo,House,2015,6541535,0.015524250042885823
5001,Scott Tipton (R-Colo),R,Colo,House,2016,6574035,0.004968252864197886
5524,Scott Tipton (R-Colo),R,Colo,House,2017,6574035,0.0
82,Scott Tipton (R-Colo),R,Colo,House,2018,6574035,0.0
2730,Sean P Duffy (R-Wis),R,Wis,House,2011,-67498,
3284,Sean P Duffy (R-Wis),R,Wis,House,2012,-99999,0.4815105632759489
3845,Sean P Duffy (R-Wis),R,Wis,House,2013,-99999,0.0
4345,Sean P Duffy (R-Wis),R,Wis,House,2014,-34499,-0.6550065500655007
4881,Sean P Duffy (R-Wis),R,Wis,House,2015,-34499,0.0
5398,Sean P Duffy (R-Wis),R,Wis,House,2016,-384996,10.159627815298995
5902,Sean P Duffy (R-Wis),R,Wis,House,2017,-318496,-0.17272906731498505
386,Sean P Duffy (R-Wis),R,Wis,House,2018,39504,-1.1240329548879735
3702,Sean Patrick Maloney (D-NY),D,NY,House,2013,375499,
4155,Sean Patrick Maloney (D-NY),D,NY,House,2014,766001,1.039954833434976
4603,Sean Patrick Maloney (D-NY),D,NY,House,2015,1548502,1.021540441853209
5162,Sean Patrick Maloney (D-NY),D,NY,House,2016,881503,-0.4307382231343583
5669,Sean Patrick Maloney (D-NY),D,NY,House,2017,1307004,0.48269943494236545
217,Sean Patrick Maloney (D-NY),D,NY,House,2018,1157003,-0.11476705503579177
4855,Seth Moulton (D-Mass),D,Mass,House,2015,71011,
5286,Seth Moulton (D-Mass),D,Mass,House,2016,72509,0.02109532325977659
5709,Seth Moulton (D-Mass),D,Mass,House,2017,820529,10.31623660511109
258,Seth Moulton (D-Mass),D,Mass,House,2018,728534,-0.11211669544891156
774,Sheila Jackson Lee (D-Texas),D,Texas,House,2008,615506,
1310,Sheila Jackson Lee (D-Texas),D,Texas,House,2009,941002,0.5288266889356075
1908,Sheila Jackson Lee (D-Texas),D,Texas,House,2010,935005,-0.0063729938937430175
2480,Sheila Jackson Lee (D-Texas),D,Texas,House,2011,881898,-0.05679862674531155
3017,Sheila Jackson Lee (D-Texas),D,Texas,House,2012,1120008,0.2699972105617656
3571,Sheila Jackson Lee (D-Texas),D,Texas,House,2013,1238507,0.10580192284340817
4008,Sheila Jackson Lee (D-Texas),D,Texas,House,2014,3451005,1.7864234921562816
4512,Sheila Jackson Lee (D-Texas),D,Texas,House,2015,3547506,0.02796315855815923
5363,Sheila Jackson Lee (D-Texas),D,Texas,House,2016,0,-1.0
5585,Sheila Jackson Lee (D-Texas),D,Texas,House,2017,3387501,
421,Sheila Jackson Lee (D-Texas),D,Texas,House,2018,-181001,-1.053432013747007
498,Sheldon Whitehouse (D-RI),D,RI,Senate,2008,8696583,
1077,Sheldon Whitehouse (D-RI),D,RI,Senate,2009,8054615,-0.07381841810743373
1663,Sheldon Whitehouse (D-RI),D,RI,Senate,2010,8883112,0.10285991322986887
2244,Sheldon Whitehouse (D-RI),D,RI,Senate,2011,8311113,-0.06439173568902434
2826,Sheldon Whitehouse (D-RI),D,RI,Senate,2012,6469102,-0.2216322892012177
3396,Sheldon Whitehouse (D-RI),D,RI,Senate,2013,5887618,-0.0898863551695428
3950,Sheldon Whitehouse (D-RI),D,RI,Senate,2014,6821132,0.15855546334697657
4456,Sheldon Whitehouse (D-RI),D,RI,Senate,2015,6917629,0.014146772119349116
4997,Sheldon Whitehouse (D-RI),D,RI,Senate,2016,6940145,0.0032548724425667253
5528,Sheldon Whitehouse (D-RI),D,RI,Senate,2017,6404614,-0.07716423792298288
68,Sheldon Whitehouse (D-RI),D,RI,Senate,2018,7443628,0.16222898054433887
493,Shelley Berkley (D-Nev),D,Nev,House,2008,9942614,
1059,Shelley Berkley (D-Nev),D,Nev,House,2009,13623560,0.370219139554246
1649,Shelley Berkley (D-Nev),D,Nev,House,2010,13662359,0.0028479340201825742
2225,Shelley Berkley (D-Nev),D,Nev,House,2011,15415229,0.12829921977602843
2795,Shelley Berkley (D-Nev),D,Nev,House,2012,13864538,-0.10059474302976623
678,Shelley Moore Capito (R-WVa),R,WVa,House,2008,1311530,
1247,Shelley Moore Capito (R-WVa),R,WVa,House,2009,1574031,0.2001486813111404
1829,Shelley Moore Capito (R-WVa),R,WVa,House,2010,1732028,0.10037731150148876
2446,Shelley Moore Capito (R-WVa),R,WVa,House,2011,1124528,-0.35074490712621276
3000,Shelley Moore Capito (R-WVa),R,WVa,House,2012,1329530,0.18230048518133835
4516,Shelley Moore Capito (R-WVa),R,WVa,Senate,2015,3426065,1.5768993554113107
5057,Shelley Moore Capito (R-WVa),R,WVa,Senate,2016,3466067,0.011675785485681045
5566,Shelley Moore Capito (R-WVa),R,WVa,Senate,2017,4130606,0.19172710741021448
168,Shelley Moore Capito (R-WVa),R,WVa,Senate,2018,2149080,-0.4797179881111876
912,Sherrod Brown (D-Ohio),D,Ohio,Senate,2008,170004,
1369,Sherrod Brown (D-Ohio),D,Ohio,Senate,2009,622504,2.661702077598174
1940,Sherrod Brown (D-Ohio),D,Ohio,Senate,2010,730005,0.17269125981519795
2542,Sherrod Brown (D-Ohio),D,Ohio,Senate,2011,507003,-0.30548009945137367
3081,Sherrod Brown (D-Ohio),D,Ohio,Senate,2012,639003,0.26035348903260935
3646,Sherrod Brown (D-Ohio),D,Ohio,Senate,2013,631503,-0.01173703409843141
4182,Sherrod Brown (D-Ohio),D,Ohio,Senate,2014,631003,-0.0007917618760322487
4710,Sherrod Brown (D-Ohio),D,Ohio,Senate,2015,599002,-0.05071449739541656
5195,Sherrod Brown (D-Ohio),D,Ohio,Senate,2016,598502,-0.0008347217538505758
5797,Sherrod Brown (D-Ohio),D,Ohio,Senate,2017,263005,-0.5605612011321599
335,Sherrod Brown (D-Ohio),D,Ohio,Senate,2018,263005,0.0
958,Silvestre Reyes (D-Texas),D,Texas,House,2008,40501,
1546,Silvestre Reyes (D-Texas),D,Texas,House,2009,40501,0.0
2143,Silvestre Reyes (D-Texas),D,Texas,House,2010,8000,-0.8024740129873337
2698,Silvestre Reyes (D-Texas),D,Texas,House,2011,16001,1.0001250000000002
3258,Silvestre Reyes (D-Texas),D,Texas,House,2012,16001,0.0
642,Solomon P Ortiz (D-Texas),D,Texas,House,2008,1563006,
1270,Solomon P Ortiz (D-Texas),D,Texas,House,2009,1323004,-0.15355155386479646
1861,Solomon P Ortiz (D-Texas),D,Texas,House,2010,1323004,0.0
701,Spencer Bachus (R-Ala),R,Ala,House,2008,1007506,
1343,Spencer Bachus (R-Ala),R,Ala,House,2009,760004,-0.24565809037365538
1924,Spencer Bachus (R-Ala),R,Ala,House,2010,823509,0.08355877074331186
2501,Spencer Bachus (R-Ala),R,Ala,House,2011,745506,-0.09472027628113355
3084,Spencer Bachus (R-Ala),R,Ala,House,2012,631507,-0.15291493294487235
3640,Spencer Bachus (R-Ala),R,Ala,House,2013,652007,0.03246203129973213
4889,Stacey Plaskett (D-VI),D,VI,House,2015,-107501,
5382,Stacey Plaskett (D-VI),D,VI,House,2016,-107501,0.0
5880,Stacey Plaskett (D-VI),D,VI,House,2017,-87500,-0.18605408321783057
414,Stacey Plaskett (D-VI),D,VI,House,2018,-87500,0.0
857,Steny H Hoyer (D-Md),D,Md,House,2008,297504,
1389,Steny H Hoyer (D-Md),D,Md,House,2009,497504,0.6722598687748735
2120,Steny H Hoyer (D-Md),D,Md,House,2010,57002,-0.8854240367916639
2679,Steny H Hoyer (D-Md),D,Md,House,2011,66002,0.15788919687028535
3246,Steny H Hoyer (D-Md),D,Md,House,2012,33501,-0.4924244719856974
3808,Steny H Hoyer (D-Md),D,Md,House,2013,33501,0.0
4322,Steny H Hoyer (D-Md),D,Md,House,2014,33501,0.0
4852,Steny H Hoyer (D-Md),D,Md,House,2015,76001,1.2686188471985913
5284,Steny H Hoyer (D-Md),D,Md,House,2016,76001,0.0
5840,Steny H Hoyer (D-Md),D,Md,House,2017,76001,0.0
373,Steny H Hoyer (D-Md),D,Md,House,2018,76001,0.0
688,Stephanie Herseth Sandlin (D-SD),D,SD,House,2008,1152510,
1268,Stephanie Herseth Sandlin (D-SD),D,SD,House,2009,1332853,0.15647846873345994
1854,Stephanie Herseth Sandlin (D-SD),D,SD,House,2010,1472005,0.10440161068024767
5559,Stephanie Murphy (D-Fla),D,Fla,House,2017,4366020,
105,Stephanie Murphy (D-Fla),D,Fla,House,2018,4985016,0.14177580496653697
757,Stephen F Lynch (D-Mass),D,Mass,House,2008,694004,
1359,Stephen F Lynch (D-Mass),D,Mass,House,2009,693503,-0.0007218978564964562
1955,Stephen F Lynch (D-Mass),D,Mass,House,2010,623503,-0.10093683805261111
2511,Stephen F Lynch (D-Mass),D,Mass,House,2011,673008,0.07939817450758047
3074,Stephen F Lynch (D-Mass),D,Mass,House,2012,673008,0.0
3634,Stephen F Lynch (D-Mass),D,Mass,House,2013,680508,0.011143998288281942
4167,Stephen F Lynch (D-Mass),D,Mass,House,2014,680007,-0.0007362147101871441
4643,Stephen F Lynch (D-Mass),D,Mass,House,2015,1072007,0.576464654040326
5141,Stephen F Lynch (D-Mass),D,Mass,House,2016,1072007,0.0
5652,Stephen F Lynch (D-Mass),D,Mass,House,2017,1543508,0.43983015036282413
195,Stephen F Lynch (D-Mass),D,Mass,House,2018,1519008,-0.01587293360319475
616,Stephen Ira Cohen (D-Tenn),D,Tenn,House,2008,2053033,
1208,Stephen Ira Cohen (D-Tenn),D,Tenn,House,2009,2175034,0.05942476326488655
1780,Stephen Ira Cohen (D-Tenn),D,Tenn,House,2010,2589537,0.1905731128800745
2631,Steve Austria (R-Ohio),R,Ohio,House,2011,218504,
3192,Steve Austria (R-Ohio),R,Ohio,House,2012,218504,0.0
840,Steve Buyer (R-Ind),R,Ind,House,2008,365004,
1457,Steve Buyer (R-Ind),R,Ind,House,2009,265004,-0.273969600333147
2045,Steve Buyer (R-Ind),R,Ind,House,2010,265004,0.0
1543,Steve C Austria (R-Ohio),R,Ohio,House,2009,48003,
2058,Steve C Austria (R-Ohio),R,Ohio,House,2010,231004,3.8122825656729784
754,Steve Chabot (R-Ohio),R,Ohio,House,2008,700515,
2490,Steve Chabot (R-Ohio),R,Ohio,House,2011,792015,0.13061818804736514
3072,Steve Chabot (R-Ohio),R,Ohio,House,2012,676514,-0.14583183399304311
3651,Steve Chabot (R-Ohio),R,Ohio,House,2013,618013,-0.08647418974330168
4152,Steve Chabot (R-Ohio),R,Ohio,House,2014,788512,0.27588254616003227
4647,Steve Chabot (R-Ohio),R,Ohio,House,2015,1002517,0.27140360577898615
5152,Steve Chabot (R-Ohio),R,Ohio,House,2016,1022513,0.019945796430384632
5692,Steve Chabot (R-Ohio),R,Ohio,House,2017,1015013,-0.0073348700701115765
232,Steve Chabot (R-Ohio),R,Ohio,House,2018,955513,-0.058619938857925935
2318,Steve Cohen (D-Tenn),D,Tenn,House,2011,3410551,
2868,Steve Cohen (D-Tenn),D,Tenn,House,2012,4295561,0.25949179472759676
3434,Steve Cohen (D-Tenn),D,Tenn,House,2013,4124054,-0.03992656605272282
3973,Steve Cohen (D-Tenn),D,Tenn,House,2014,4931554,0.19580247979294163
4475,Steve Cohen (D-Tenn),D,Tenn,House,2015,5154554,0.04521901210044543
5016,Steve Cohen (D-Tenn),D,Tenn,House,2016,5463553,0.05994679656086643
5535,Steve Cohen (D-Tenn),D,Tenn,House,2017,5804055,0.0623224484140632
87,Steve Cohen (D-Tenn),D,Tenn,House,2018,6198058,0.06788409138093976
1950,Steve Driehaus (D-Ohio),D,Ohio,House,2010,643508,
2741,Steve Fincher (R-Tenn),R,Tenn,House,2011,-472502,
3291,Steve Fincher (R-Tenn),R,Tenn,House,2012,-472502,0.0
3617,Steve Fincher (R-Tenn),R,Tenn,House,2013,750000,-2.5872948685931485
4158,Steve Fincher (R-Tenn),R,Tenn,House,2014,750000,0.0
4685,Steve Fincher (R-Tenn),R,Tenn,House,2015,750000,0.0
962,Steve Israel (D-NY),D,NY,House,2008,32500,
1574,Steve Israel (D-NY),D,NY,House,2009,0,-1.0
2161,Steve Israel (D-NY),D,NY,House,2010,-55000,
2731,Steve Israel (D-NY),D,NY,House,2011,-82500,0.5
3279,Steve Israel (D-NY),D,NY,House,2012,-55000,-0.33333333333333337
3843,Steve Israel (D-NY),D,NY,House,2013,-75000,0.36363636363636354
4346,Steve Israel (D-NY),D,NY,House,2014,-42500,-0.43333333333333335
4885,Steve Israel (D-NY),D,NY,House,2015,-67000,0.5764705882352941
481,Steve Kagen (D-Wis),D,Wis,House,2008,13338541,
1066,Steve Kagen (D-Wis),D,Wis,House,2009,11504043,-0.13753363280136865
1651,Steve Kagen (D-Wis),D,Wis,House,2010,12536047,0.0897079400694174
4762,Steve Knight (R-Calif),R,Calif,House,2015,372006,
5171,Steve Knight (R-Calif),R,Calif,House,2016,847007,1.2768638140245048
5727,Steve Knight (R-Calif),R,Calif,House,2017,672006,-0.20661104335619418
2588,Steve LaTourette (R-Ohio),R,Ohio,House,2011,374002,
3183,Steve LaTourette (R-Ohio),R,Ohio,House,2012,240001,-0.35828952786348733
463,Steve Pearce (R-NM),R,NM,House,2008,23181007,
2214,Steve Pearce (R-NM),R,NM,House,2011,20364007,-0.1215218993721886
2776,Steve Pearce (R-NM),R,NM,House,2012,22614007,0.11048906042902074
3339,Steve Pearce (R-NM),R,NM,House,2013,22182007,-0.019103204487378123
3899,Steve Pearce (R-NM),R,NM,House,2014,22206507,0.0011044987949015983
4402,Steve Pearce (R-NM),R,NM,House,2015,22022508,-0.008285814603800623
4947,Steve Pearce (R-NM),R,NM,House,2016,21972008,-0.002293108487007922
5467,Steve Pearce (R-NM),R,NM,House,2017,21932007,-0.0018205436662867003
875,Steve Scalise (R-La),R,La,House,2008,234012,
1579,Steve Scalise (R-La),R,La,House,2009,-498,-1.0021280959950771
2154,Steve Scalise (R-La),R,La,House,2010,-20498,40.16064257028113
2722,Steve Scalise (R-La),R,La,House,2011,-20498,0.0
3272,Steve Scalise (R-La),R,La,House,2012,-12998,-0.3658893550590302
3833,Steve Scalise (R-La),R,La,House,2013,-12998,0.0
4342,Steve Scalise (R-La),R,La,House,2014,-20999,0.6155562394214495
4883,Steve Scalise (R-La),R,La,House,2015,-45000,1.1429591885327874
5408,Steve Scalise (R-La),R,La,House,2016,-582501,11.944466666666667
5895,Steve Scalise (R-La),R,La,House,2017,-232500,-0.60085905431922
381,Steve Scalise (R-La),R,La,House,2018,42500,-1.1827956989247312
2347,Steve Southerland (R-Fla),R,Fla,House,2011,2826001,
3093,Steve Southerland (R-Fla),R,Fla,House,2012,584001,-0.7933472068835078
3653,Steve Southerland (R-Fla),R,Fla,House,2013,608501,0.04195198295893321
2466,Steve Stivers (R-Ohio),R,Ohio,House,2011,955520,
3025,Steve Stivers (R-Ohio),R,Ohio,House,2012,1003019,0.049710105492297485
3576,Steve Stivers (R-Ohio),R,Ohio,House,2013,1150023,0.14656153073869982
4117,Steve Stivers (R-Ohio),R,Ohio,House,2014,1159523,0.008260704351130466
4626,Steve Stivers (R-Ohio),R,Ohio,House,2015,1234524,0.06468263242729977
5170,Steve Stivers (R-Ohio),R,Ohio,House,2016,852524,-0.30943100336647966
5708,Steve Stivers (R-Ohio),R,Ohio,House,2017,854023,0.001758308270500386
215,Steve Stivers (R-Ohio),R,Ohio,House,2018,1181020,0.38289015635410295
3820,Steve Stockman (R-Texas),R,Texas,House,2013,8000,
2672,Steve Womack (R-Ark),R,Ark,House,2011,97003,
3167,Steve Womack (R-Ark),R,Ark,House,2012,304504,2.139119408678082
3691,Steve Womack (R-Ark),R,Ark,House,2013,430005,0.41214893728818014
4206,Steve Womack (R-Ark),R,Ark,House,2014,472505,0.09883606004581336
4764,Steve Womack (R-Ark),R,Ark,House,2015,365004,-0.22751293637104364
5232,Steve Womack (R-Ark),R,Ark,House,2016,365004,0.0
5777,Steve Womack (R-Ark),R,Ark,House,2017,365004,0.0
311,Steve Womack (R-Ark),R,Ark,House,2018,365004,0.0
873,Steven A King (R-Iowa),R,Iowa,House,2008,240001,
1466,Steven A King (R-Iowa),R,Iowa,House,2009,240001,0.0
2056,Steven A King (R-Iowa),R,Iowa,House,2010,240001,0.0
2593,Steven A King (R-Iowa),R,Iowa,House,2011,361008,0.5041937325261145
3153,Steven A King (R-Iowa),R,Iowa,House,2012,353007,-0.02216294375747907
3754,Steven A King (R-Iowa),R,Iowa,House,2013,210507,-0.4036747146657148
4270,Steven A King (R-Iowa),R,Iowa,House,2014,218508,0.038008237255768185
4800,Steven A King (R-Iowa),R,Iowa,House,2015,253007,0.15788437951928525
5204,Steven A King (R-Iowa),R,Iowa,House,2016,506015,1.0000039524598132
5786,Steven A King (R-Iowa),R,Iowa,House,2017,295007,-0.41699949606236975
324,Steven A King (R-Iowa),R,Iowa,House,2018,295007,0.0
1414,Steven Brett Guthrie (R-Ky),R,Ky,House,2009,421506,
1961,Steven Brett Guthrie (R-Ky),R,Ky,House,2010,582015,0.3807988498384365
780,Steven C LaTourette (R-Ohio),R,Ohio,House,2008,590502,
1335,Steven C LaTourette (R-Ohio),R,Ohio,House,2009,790502,0.3386948731757047
1983,Steven C LaTourette (R-Ohio),R,Ohio,House,2010,490502,-0.3795056812000476
4420,Steven Daines (R-Mont),R,Mont,Senate,2015,14434015,
4955,Steven Daines (R-Mont),R,Mont,Senate,2016,16715517,0.1580642669416652
5449,Steven Daines (R-Mont),R,Mont,Senate,2017,47907537,1.8660517649558792
23,Steven Daines (R-Mont),R,Mont,Senate,2018,32863042,-0.31403190274632575
3792,Steven Horsford (D-Nev),D,Nev,House,2013,88005,
1365,Steven Leo Driehaus (D-Ohio),D,Ohio,House,2009,643508,
2326,Steven Palazzo (R-Miss),R,Miss,House,2011,3304512,
3016,Steven Palazzo (R-Miss),R,Miss,House,2012,1123512,-0.6600066817732846
3557,Steven Palazzo (R-Miss),R,Miss,House,2013,1336508,0.18958052962496175
4114,Steven Palazzo (R-Miss),R,Miss,House,2014,1169508,-0.12495248812577253
4639,Steven Palazzo (R-Miss),R,Miss,House,2015,1101501,-0.05815009388563397
5202,Steven Palazzo (R-Miss),R,Miss,House,2016,522001,-0.5261002940532964
5702,Steven Palazzo (R-Miss),R,Miss,House,2017,933001,0.7873548134965258
237,Steven Palazzo (R-Miss),R,Miss,House,2018,908501,-0.02625935020434067
560,Steven R Rothman (D-NJ),D,NJ,House,2008,3805535,
1156,Steven R Rothman (D-NJ),D,NJ,House,2009,3651531,-0.04046842296812403
1752,Steven R Rothman (D-NJ),D,NJ,House,2010,3485529,-0.04546093131894535
2340,Steven R Rothman (D-NJ),D,NJ,House,2011,2946019,-0.15478568676375948
2910,Steven R Rothman (D-NJ),D,NJ,House,2012,2946019,0.0
4886,Steven Russell (R-Okla),R,Okla,House,2015,-96994,
5335,Steven Russell (R-Okla),R,Okla,House,2016,0,-1.0
5882,Steven Russell (R-Okla),R,Okla,House,2017,-104494,
854,Sue Myrick (R-NC),R,NC,House,2008,306003,
1511,Sue Myrick (R-NC),R,NC,House,2009,121503,-0.6029352653405359
2082,Sue Myrick (R-NC),R,NC,House,2010,162004,0.33333333333333326
2628,Sue Myrick (R-NC),R,NC,House,2011,222504,0.37344756919582234
3190,Sue Myrick (R-NC),R,NC,House,2012,222504,0.0
633,Susan A Davis (D-Calif),D,Calif,House,2008,1682522,
1230,Susan A Davis (D-Calif),D,Calif,House,2009,1787523,0.062406910578286734
1789,Susan A Davis (D-Calif),D,Calif,House,2010,2383525,0.3334234021044764
2380,Susan A Davis (D-Calif),D,Calif,House,2011,2146021,-0.09964401464217909
2951,Susan A Davis (D-Calif),D,Calif,House,2012,2024024,-0.0568479991575106
3516,Susan A Davis (D-Calif),D,Calif,House,2013,1982020,-0.02075271834721326
4066,Susan A Davis (D-Calif),D,Calif,House,2014,2009020,0.013622465969061803
4561,Susan A Davis (D-Calif),D,Calif,House,2015,2415525,0.20233994683975265
5091,Susan A Davis (D-Calif),D,Calif,House,2016,2091021,-0.13434098177414844
3430,Susan Brooks (R-Ind),R,Ind,House,2013,4288022,
3988,Susan Brooks (R-Ind),R,Ind,House,2014,4239520,-0.011311042713866626
4495,Susan Brooks (R-Ind),R,Ind,House,2015,4239519,-2.3587575948003092e-07
4960,Susan Brooks (R-Ind),R,Ind,House,2016,15617017,2.6836766152009224
5549,Susan Brooks (R-Ind),R,Ind,House,2017,4829519,-0.6907527858873432
132,Susan Brooks (R-Ind),R,Ind,House,2018,3428519,-0.29009100078082306
823,Susan Collins (R-Maine),R,Maine,Senate,2008,410005,
1481,Susan Collins (R-Maine),R,Maine,Senate,2009,205002,-0.5000012194973231
2054,Susan Collins (R-Maine),R,Maine,Senate,2010,247502,0.20731505058487243
2636,Susan Collins (R-Maine),R,Maine,Senate,2011,205002,-0.17171578411487587
2914,Susan Collins (R-Maine),R,Maine,Senate,2012,2874078,13.01975590482044
3442,Susan Collins (R-Maine),R,Maine,Senate,2013,3878109,0.3493402057981725
4019,Susan Collins (R-Maine),R,Maine,Senate,2014,3260049,-0.15937148749558094
4508,Susan Collins (R-Maine),R,Maine,Senate,2015,3726047,0.14294202326406746
5049,Susan Collins (R-Maine),R,Maine,Senate,2016,3660045,-0.017713678866637994
5571,Susan Collins (R-Maine),R,Maine,Senate,2017,4034546,0.10232141954538809
120,Susan Collins (R-Maine),R,Maine,Senate,2018,4124043,0.022182669375934827
5615,Susan Davis (D-Calif),D,Calif,House,2017,2410021,
148,Susan Davis (D-Calif),D,Calif,House,2018,2817021,0.16887819649704294
182,Susan Wild (D-Pa),D,Pa,House,2018,1746015,
2191,Suzan DelBene (D-Wash),D,Wash,House,2011,53234032,
2756,Suzan DelBene (D-Wash),D,Wash,House,2012,54251531,0.01911369403692742
3305,Suzan DelBene (D-Wash),D,Wash,House,2013,81249532,0.49764496047125384
3872,Suzan DelBene (D-Wash),D,Wash,House,2014,74302052,-0.08550793867957296
4378,Suzan DelBene (D-Wash),D,Wash,House,2015,62883553,-0.1536767652123524
4926,Suzan DelBene (D-Wash),D,Wash,House,2016,59144535,-0.05945939473235551
5439,Suzan DelBene (D-Wash),D,Wash,House,2017,70768537,0.1965355209910773
8,Suzan DelBene (D-Wash),D,Wash,House,2018,79361042,0.12141702180447789
2298,Suzanne Bonamici (D-Ore),D,Ore,House,2011,3897018,
2832,Suzanne Bonamici (D-Ore),D,Ore,House,2012,6057015,0.5542691873632608
3420,Suzanne Bonamici (D-Ore),D,Ore,House,2013,4603520,-0.2399688625502826
3982,Suzanne Bonamici (D-Ore),D,Ore,House,2014,4591018,-0.0027157479493952197
4501,Suzanne Bonamici (D-Ore),D,Ore,House,2015,4031018,-0.12197730437998722
5025,Suzanne Bonamici (D-Ore),D,Ore,House,2016,4901016,0.2158258782272866
5516,Suzanne Bonamici (D-Ore),D,Ore,House,2017,7095517,0.44776450433950843
77,Suzanne Bonamici (D-Ore),D,Ore,House,2018,6978016,-0.016559892675896637
1131,Suzanne Kosmas (D-Fla),D,Fla,House,2009,4415951,
1746,Suzanne Kosmas (D-Fla),D,Fla,House,2010,3591007,-0.18681004386144684
634,Tammy Baldwin (D-Wis),D,Wis,House,2008,1655006,
1273,Tammy Baldwin (D-Wis),D,Wis,House,2009,1271007,-0.23202272378468713
1964,Tammy Baldwin (D-Wis),D,Wis,House,2010,564502,-0.5558623988695577
3612,Tammy Baldwin (D-Wis),D,Wis,Senate,2013,790501,0.4003511059305369
4222,Tammy Baldwin (D-Wis),D,Wis,Senate,2014,415501,-0.47438270160316054
