"Data Source","World Development Indicators",

"Last Updated Date","2021-02-17",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Cote d'Ivoire","CIV","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","1080000.04291534","30729999.5422363","81389999.3896484","75849998.4741211","297869995.117188","293809997.558594","264019989.013672","243639999.389648","310730010.986328","324130004.882813","350970001.220703","316739990.234375","259109985.351563","290279998.779297","329239990.234375","354790008.544922","392160003.662109","344429992.675781","357260009.765625","381640014.648438","448109985.351563","302700012.207031","357859985.351563","413670013.427734","349000000","322350006.103516","362829986.572266","421619995.117188","732809997.558594","684909973.144531","992330017.089844","909090026.855469","1019559997.55859","1048209960.9375","2157909912.10938","1453770019.53125","1190800048.82813","602070007.324219","1355630004.88281","613570007.324219","533330017.089844","314579986.572266","1613400024.41406","326230010.986328","188009994.506836","104750000","269820007.324219","180759994.506836","570270019.53125","2317729980.46875","830140014.648438","1331770019.53125","2801459960.9375","1231959960.9375","885039978.027344","690760009.765625","652640014.648438","863179992.675781","960010009.765625","1230800048.82813","",
"Cameroon","CMR","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","3650000.09536743","64889999.3896484","81989997.8637695","71970001.2207031","217710006.713867","247330001.831055","357179992.675781","273899993.896484","347480010.986328","255039993.286133","393260009.765625","298910003.662109","345399993.896484","283019989.013672","262510009.765625","394929992.675781","483489990.234375","607979980.46875","502279998.779297","678020019.53125","587049987.792969","476600006.103516","540539978.027344","329480010.986328","503179992.675781","415049987.792969","468079986.572266","360630004.882813","475100006.103516","811349975.585938","668289978.027344","766140014.648438","970179992.675781","758809997.558594","994380004.882813","542690002.441406","509750000","688349975.585938","701080017.089844","602609985.351563","577809997.558594","737190002.441406","917539978.027344","1118390014.64844","898070007.324219","470450012.207031","1871569946.28906","1914979980.46875","518460021.972656","632539978.027344","526669982.910156","564880004.882813","580750000","711969970.703125","799929992.675781","710859985.351563","809179992.675781","1272030029.29688","1165339965.82031","1368760009.76563","",
"Congo, Dem. Rep.","COD","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","805809997.558594","829489990.234375","948799987.792969","926799987.792969","1014289978.02734","1115010009.76563","690940002.441406","678330017.089844","552679992.675781","597880004.882813","613099975.585938","683030029.296875","683210021.972656","661179992.675781","758080017.089844","928159973.144531","684400024.414063","833700012.207031","857659973.144531","1001969970.70313","952219970.703125","970239990.234375","902359985.351563","852640014.648438","863489990.234375","838299987.792969","924010009.765625","1217750000","958210021.972656","1229859985.35156","1322150024.41406","692679992.675781","375619995.117188","253190002.441406","329179992.675781","235389999.389648","210300003.051758","222000000","180720001.220703","195160003.662109","281579986.572266","394059997.558594","1720170043.94531","7017770019.53125","2183399902.34375","2071520019.53125","2492370117.1875","1353150024.41406","1691760009.76563","2360729980.46875","3451969970.70313","5283240234.375","2759939941.40625","2461570068.35938","2279989990.23438","2729760009.76563","2228879882.8125","2389020019.53125","2513929931.64063","3075760009.76563","",
"Congo, Rep.","COG","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","219999.998807907","1769999.98092651","30229999.5422363","50299999.2370605","143619995.117188","120629997.253418","178050003.051758","135559997.558594","149750000","114209999.084473","103000000","108319999.694824","127010002.13623","124010002.13623","164050003.051758","197199996.948242","259390014.648438","156889999.389648","226600006.103516","219020004.272461","196919998.168945","191580001.831055","227869995.117188","275489990.234375","272049987.792969","197149993.896484","219399993.896484","238600006.103516","145539993.286133","155720001.220703","311929992.675781","190850006.103516","154119995.117188","171179992.675781","490369995.117188","154970001.220703","558190002.441406","369390014.648438","88599998.4741211","210059997.558594","50750000","112099998.474121","86220001.2207031","87110000.6103516","131779998.779297","1578630004.88281","279829986.572266","116849998.474121","436059997.558594","267390014.648438","1265420043.94531","241309997.558594","135990005.493164","142500000","99669998.1689453","95370002.746582","92830001.8310547","111919998.168945","146570007.324219","192479995.727539","",
"Colombia","COL","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","-47759998.3215332","343320007.324219","326769989.013672","459679992.675781","276390014.648438","249820007.324219","508320007.324219","570840026.855469","675960021.972656","578020019.53125","715159973.144531","531809997.558594","507940002.441406","574429992.675781","357980010.986328","259970001.220703","239199996.948242","128119995.117188","160199996.948242","93339996.3378906","88650001.5258789","131600006.103516","166000000","117540000.915527","137529998.779297","152699996.948242","111099998.474121","143399993.896484","131630004.882813","124040000.915527","142850006.103516","186250000","330179992.675781","156570007.324219","115209999.084473","220710006.713867","238960006.713867","259799987.792969","250910003.662109","453149993.896484","303269989.013672","585599975.585938","652549987.792969","1089060058.59375","678479980.46875","787330017.089844","1190719970.70313","811099975.585938","1055709960.9375","1141520019.53125","689559997.558594","1022950012.20703","770520019.53125","837229980.46875","1172290039.0625","1446180053.71094","1183589965.82031","884070007.324219","1781020019.53125","911440002.441406","",
"Comoros","COM","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","43680000.3051758","67500000","54950000.7629395","41709999.0844727","52680000.3051758","55130001.0681152","54490001.6784668","77669998.1689453","115300003.051758","74419998.1689453","88319999.6948242","42090000.1525879","40229999.5422363","48819999.6948242","96879997.253418","111750000","95769996.6430664","94989997.8637695","113139999.389648","124860000.610352","95519996.6430664","94680000.3051758","85230003.3569336","74220001.2207031","64779998.7792969","91849998.4741211","64349998.4741211","66089996.3378906","52259998.3215332","48639999.3896484","48590000.1525879","41200000.7629395","54970001.2207031","30940000.5340576","30579999.9237061","43229999.5422363","40729999.5422363","31010000.2288818","29430000.3051758","25719999.3133545","34250000","44159999.8474121","38020000.4577637","46889999.3896484","68269996.6430664","49990001.6784668","94930000.3051758","75879997.253418","70000000","70250000","57529998.7792969","70209999.0844727","90940002.4414063","80040000.9155273","",
"Cabo Verde","CPV","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","32630001.0681152","","","","","25479999.5422363","7230000.01907349","","59999.9986588955","","","","","","31629999.1607666","85510002.1362305","82610000.6103516","98940002.4414063","77470001.2207031","138119995.117188","120459999.084473","128419998.168945","146029998.779297","171220001.220703","175309997.558594","228429992.675781","153300003.051758","137300003.051758","153410003.662109","166839996.337891","155449996.948242","160130004.882813","167639999.389648","172149993.896484","147210006.713867","152199996.948242","161080001.831055","190160003.662109","197820007.324219","149779998.779297","127349998.474121","140059997.558594","187750000","170440002.441406","188860000.610352","154559997.558594","166149993.896484","210889999.389648","191750000","323390014.648438","229850006.103516","243330001.831055","233750000","220160003.662109","167339996.337891","124110000.610352","129250000","84279998.7792969","156460006.713867","",
"Costa Rica","CRI","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","28239999.7711182","46659999.8474121","59869998.9318848","52909999.8474121","74139999.3896484","94930000.3051758","77800003.0517578","78220001.2207031","68419998.1689453","75730003.3569336","65099998.4741211","73790000.9155273","76989997.8637695","72930000.3051758","66860000.6103516","77400001.5258789","49200000.7629395","55040000.9155273","88440002.4414063","73879997.253418","55340000.1525879","75489997.8637695","151039993.286133","492420013.427734","437750000","553609985.351563","368320007.324219","426079986.572266","325640014.648438","395410003.662109","341839996.337891","261209991.455078","199130004.882813","166199996.948242","113650001.525879","58770000.4577637","-1019999.98092651","10619999.8855591","43189998.626709","9470000.26702881","48119998.9318848","33180000.3051758","26790000.9155273","48159999.8474121","32560001.373291","35259998.3215332","33459999.0844727","64919998.1689453","70959999.0844727","100319999.694824","87910003.6621094","33939998.626709","30030000.6866455","30739999.7711182","51869998.9318848","120900001.525879","106029998.779297","102529998.779297","99360000.6103516","60110000.6103516","",
"Caribbean small states","CSS","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","1899999.97615814","1460000.03814697","300000.011920929","-1220000.02861023","3200000.04768372","3980000.01907349","4900000.09536743","4960000.03814697","4250000","8189999.5803833","11170000.0762939","14090000.1525879","18409999.8474121","22440000.5340576","55439998.626709","63560001.373291","146779998.779297","135970001.220703","135759994.506836","113480003.356934","102610000.610352","65360000.6103516","85599998.4741211","89870002.746582","91669998.1689453","103860000.610352","84919998.1689453","87239997.8637695","100559997.558594","100629997.253418","75819999.6948242","52069999.6948242","32950000.7629395","64430000.3051758","66389999.3896484","83050003.0517578","75519996.6430664","93400001.5258789","112669998.168945","88110000.6103516","72930000.3051758","88069999.6948242","94940002.4414063","99220001.2207031","117209999.084473","101569999.694824","92050003.0517578","99360000.6103516","117830001.831055","109449996.948242","129179992.675781","80739997.8637695","79639999.3896484","92989997.8637695","220320007.324219","633869995.117188","2995689941.40625","761150024.414063","749710021.972656","497250000","",
"Curacao","CUW","Net official development assistance and official aid received (constant 2018 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
